id,name,location,city,state,interchange_railroads,capacity,hazmat_suited,rail_services,facility_types,track_types,about,url,scraped_at
30,"Toole, Utah","Tooele, UT",Tooele,UT,UP,200 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/30.html,2026-02-10T02:45:48.013703
632,Utah Railway,"Provo, UT",Provo,UT,"BNSF, UP",250 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/632.html,2026-02-10T02:45:50.376988
696,Rappahannock River Railroad,"Fredericksburg, VA",Fredericksburg,VA,CSX,60 total spaces,No,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair",Short Line,"FILO, Ladder",,https://www.commtrex.com/railcar-storage/location/696.html,2026-02-10T02:45:52.739531
100,Hills Fuel,"Galax, VA",Galax,VA,CSX,80 total spaces,No,none provided,Plant/Mining Site,none provided,,https://www.commtrex.com/railcar-storage/location/100.html,2026-02-10T02:45:55.143723
11,"Radford, Virginia","Radford, VA",Radford,VA,NS,350 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/11.html,2026-02-10T02:45:57.517033
23,"Clarksville, Virginia","Clarksville, VA",Clarksville,VA,NS,270 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/23.html,2026-02-10T02:45:59.903798
416,BB Norfolk Division,"Virginia Beach, VA",Virginia Beach,VA,"CSX, NS",100 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",Ladder,"This shortline offers daily interchange with NS and CSXT in the Hampton Roads, VA region.  It is ideally suited for loaded or empty storage-in-transit. It also offers a full service transload facility operated by Mid-Atlantic transload at Virginia Beach.",https://www.commtrex.com/railcar-storage/location/416.html,2026-02-10T02:46:02.293886
371,"New England Central Railroad, Inc.","Saint Albans, VT",Saint Albans,VT,"CN, CSX, CP, NS",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/371.html,2026-02-10T02:46:04.693611
44,Cascade and Columbia River,"Omak, WA",Omak,WA,BNSF,300 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/44.html,2026-02-10T02:46:07.113384
525,"Pasco, WA","Pasco, WA",Pasco,WA,BNSF,500 total spaces,Yes,none provided,Plant/Mining Site,FILO,,https://www.commtrex.com/railcar-storage/location/525.html,2026-02-10T02:46:09.554772
528,"Spokane, Spangle & Palouse Railway","Cheney, WA",Cheney,WA,BNSF,600 total spaces,Yes,"Cherry Picking, Railcar Maintenance",Short Line,"FILO, Ladder","Serving Spokane and Whitman Counties, SSP operates across 66 miles of active track between Marshall, WA and Palouse, WA. SSP has a heavy presence in the agricultural, chemical and empty car storage sectors. Our connection to and beyond the North American Rail network is conducted with BNSF in Marshall, WA. 

SSP is a subsidiary of Omaha Track, Inc., a company that has been providing quality, reliable service to the railroad industry for over 35 years.",https://www.commtrex.com/railcar-storage/location/528.html,2026-02-10T02:46:11.987149
620,Puget Sound & Pacific Railroad,"Centralia, WA",Centralia,WA,"BNSF, UP",20 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/620.html,2026-02-10T02:46:14.383446
630,Tomahawk Railway,"Tomahawk, WI",Tomahawk,WI,CN,30 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/630.html,2026-02-10T02:46:16.879218
648,NIS,"New Auburn, WI",New Auburn,WI,UP,500 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Stripe Aligning","Plant/Mining Site, Storage Yard","FILO, Ladder, Loop",,https://www.commtrex.com/railcar-storage/location/648.html,2026-02-10T02:46:19.334170
714,Wisconsin & Southern Railroad,"Madison, WI",Madison,WI,"CN, CP, UP","1,800 total spaces",Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard","FILO, Ladder","Class I Interchange Points
CN @ Slinger, WI
CP @ Madison, WI
CP @ Milwaukee, WI
CP @ Janesville, WI
UP @ Granville, WI
UP @ Janesville, WI
BNSF @ Chicago, IL (via Belt Railway of Chicago)
CSXT @ Chicago, IL (via Belt Railway of Chicago)
NS @ Chicago, IL (via Belt Railway of Chicago)",https://www.commtrex.com/railcar-storage/location/714.html,2026-02-10T02:46:21.764452
727,Fox Valley & Lake Superior Rail System,"Wausau, WI",Wausau,WI,CN,115 total spaces,Yes,"Cherry Picking, Railcar Maintenance","Short Line, Storage Yard",Ladder,"Class I Interchange Point
CN @ Wausau, WI",https://www.commtrex.com/railcar-storage/location/727.html,2026-02-10T02:46:24.146141
417,"Kenosha, WI","Kenosha, WI",Kenosha,WI,"CP, UP",190 total spaces,Yes,"Cherry Picking, Cleaning",Storage Yard,Ladder,,https://www.commtrex.com/railcar-storage/location/417.html,2026-02-10T02:46:26.585669
29,"Fork Creek, West Virginia","Fork Creek, WV",Fork Creek,WV,CSX,390 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/29.html,2026-02-10T02:46:29.011402
24,"Peach Creek, West Virginia","Peach Creek, WV",Peach Creek,WV,CSX,38 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/24.html,2026-02-10T02:46:31.414091
27,"Grafton, West Virginia","Grafton, WV",Grafton,WV,CSX,400 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/27.html,2026-02-10T02:46:33.817642
21,"Elk River, West Virginia","Elk River, WV",Elk River,WV,CSX,200 total spaces,No,Railcar Repair,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/21.html,2026-02-10T02:46:36.205784
22,"Point Pleasant, West Virginia","Point Pleasant, WV",Point Pleasant,WV,CSX,225 total spaces,No,Railcar Repair,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/22.html,2026-02-10T02:46:38.582717
736,Kanawha River Railroad,"Belle, WV",Belle,WV,NS,"1,000 total spaces",Yes,"Cherry Picking, Railcar Maintenance","Short Line, Storage Yard","FILO, Ladder","Class I Interchange Points
NS @ Columbus, OH
NS @ Elmore, WV (unit trains only)",https://www.commtrex.com/railcar-storage/location/736.html,2026-02-10T02:46:40.958900
526,Winchester & Western Railroad Company,"Martinsburg, WV",Martinsburg,WV,"CSX, NS",150 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",none provided,"Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/526.html,2026-02-10T02:46:43.455461
560,Twin Eagle Sand Logistics - Douglas,"Douglas, WY",Douglas,WY,BNSF,200 total spaces,Yes,none provided,Storage Yard,none provided,200 spot facility with loading rack.  2 loops track and 5 ladder tracks.,https://www.commtrex.com/railcar-storage/location/560.html,2026-02-10T02:46:45.946354
750,"John Arambel Trucking, Inc. - Rock Springs, WY","Rock Springs, WY",Rock Springs,WY,UP,134 total spaces,Yes,none provided,Storage Yard,Ladder,"We have 5 spurs available at different lengths. 2 spurs have adjacent property that is available for transloading. There are 9,000 feet of track available for railcar storage. Railcar storage is available at 608 Winton Circle; 622 Winton Circle; 2807 Killpecker Drive; and 2827 Killpecker Drive, Rock Springs, WY 82901. There is an 80ft platform truck scale available on site. Union Pacific Railroad switches on Tuesdays and Thursdays. Progress Rail makes final placement, and is close by to offer maintenance and repairs.",https://www.commtrex.com/railcar-storage/location/750.html,2026-02-10T02:46:48.361783
121,Mackenzie Railcar Storage Location,"Mackenzie, BC",Mackenzie,BC,CN,50 total spaces,Yes,Cherry Picking,Storage Yard,none provided,"Open to BNSF and CP. We accept Loaded/Empty and Hazmat/Non-Hazmat. 
The Storage Location-Located in Northern British Columbia, the Mackenzie storage location is a good option for your short or long term storage needs and all types of railcars. The Mackenzie facility is well connected and accessible through 3 Class I railroads.  Navcor owns the storage location. Navcor is a member of the Conifex group of companies.",https://www.commtrex.com/railcar-storage/location/121.html,2026-02-10T02:46:50.737525
524,Calmar,"Calmar, AB",Calmar,AB,CP,130 total spaces,Yes,Cherry Picking,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/524.html,2026-02-10T02:46:53.147271
561,Wilson Siding,"Raymond, AB",Raymond,AB,CP,"1,300 total spaces",Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Repair Shop, Storage Yard",Ladder,"Railcar storage facility located in Southern Alberta on CP mainline with daily service. Capacity of 1300 railcars. Featuring a rail-to-truck grain transloading system and 2 railcar repair shops. Contractors on site to clean, repair, and service railcars. Compacted gravel lay-down areas available.",https://www.commtrex.com/railcar-storage/location/561.html,2026-02-10T02:46:55.546285
66,Carlton Trail Railway Company,"Prince Albert, SK",Prince Albert,SK,CN,"1,200 total spaces",Yes,"Cherry Picking, Cleaning, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific rail car numbers out of storage.",https://www.commtrex.com/railcar-storage/location/66.html,2026-02-10T02:46:57.996370
514,Western Asphalt Products,"BRANDON, MB",BRANDON,MB,"CN, CP",30 total spaces,Yes,none provided,Storage Yard,Ladder,www.westernasphalt.ca,https://www.commtrex.com/railcar-storage/location/514.html,2026-02-10T02:47:00.419487
509,"Sarnia, ON","Sarnia, ON",Sarnia,ON,"CN, CSX","1,500 total spaces",Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification",Storage Yard,Ladder,"As one of Canada’s largest privately-owned rail yards with convenient access to both the CN and CSX, VIP Rail provides optimal flexibility, and highly competitive railcar storage solutions for empty, and loaded railcars.

* Onsite capacity for over 1,500 railcars
* Daily security checks, complete perimeter fencing
* Railcar storage of hazardous materials, and dangerous goods",https://www.commtrex.com/railcar-storage/location/509.html,2026-02-10T02:47:02.875941
488,Paddock Transport,"Stoney Creek, ON",Stoney Creek,ON,"CN, CP",8 total spaces,No,"Cleaning, Painting, Railcar Repair","Repair Shop, Storage Yard",FILO,"Paddock Transport - for warehousing, transloading and railcar storage needs. We have capacity for 8 cars and can handle flat, gondola and boxcar materials.",https://www.commtrex.com/railcar-storage/location/488.html,2026-02-10T02:47:05.265695
479,Essex Terminal Railway Company,"Windsor, ON",Windsor,ON,"CN, CP, CSX",400 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard",Ladder,"The Essex Terminal Railway (ETR) is a switching (or short line) railway that runs from the east side of Windsor, ON through the Town of LaSalle and terminates in Amherstburg, ON.

The mainline of the ETR runs in a generally southwest direction for some 35 km in a route that roughly parallels the Detroit River that separates Windsor from Detroit, Michigan.

Incorporated in 1902, the ETR provides switching services for local customers engaged in the industrial, lumber, steel, agricultural, scrap metal, alcohol, and liquid petroleum gas (LPG) industry sectors as well as serving our sister company, Morterm Limited with rail access for our Great Lakes transload facility, connecting these customers to CN, CP and CSX. With these direct connections, the ETR allows your cargo to travel to any point in the rail networks of Canada, the United States and Mexico.",https://www.commtrex.com/railcar-storage/location/479.html,2026-02-10T02:47:07.689652
377,Ottawa Valley Railway,"North Bay, ON",North Bay,ON,"CN, CP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/377.html,2026-02-10T02:47:10.087135
351,Goderich-Exeter Railway Co.,"Stratford, ON",Stratford,ON,"CN, CP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/351.html,2026-02-10T02:47:12.509991
357,Huron Central Railway,"Sault Ste. Marie, ON",Sault Ste. Marie,ON,CN,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/357.html,2026-02-10T02:47:14.891827
638,Southern Ontario Railway,"Jarvis, ON",Jarvis,ON,"CN, CP",455 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/638.html,2026-02-10T02:47:17.299613
683,"North Bay, Ontario","North Bay, ON",North Bay,ON,"CN, CP",500 total spaces,Yes,"Cherry Picking, Painting, Railcar Maintenance, Railcar Repair, Recertification","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Ontario Northland has plenty of storage options available within our 750 mile rail networking.  Interchange locations with CN include North Bay, ON, Hearst, ON, and Noranda, PQ.  Interchange with the RLK occurs at North Bay, ON for furtherance to CPRS at Sudbury, ON.",https://www.commtrex.com/railcar-storage/location/683.html,2026-02-10T02:47:19.711816
686,"Hearst, ON","North Bay, ON",North Bay,ON,CN,250 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/686.html,2026-02-10T02:47:22.127364
651,"Coteau-du-lac, Quebec","COTEAU-DU-LAC, QC",COTEAU-DU-LAC,QC,CN,50 total spaces,No,"Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Repair Shop, Storage Yard",FILO,"Located just west of Montreal, serviced by CN mainline.  On site fully certified repair facility including M-1003 heavy repair and M-1002 tank car.",https://www.commtrex.com/railcar-storage/location/651.html,2026-02-10T02:47:24.558483
544,St Lawrence & Atlantic Railway - Richmond Yard,"Richmond, QC",Richmond,QC,"CN, CP",25 total spaces,No,Cherry Picking,Storage Yard,none provided,,https://www.commtrex.com/railcar-storage/location/544.html,2026-02-10T02:47:26.979650
383,Quebec Gatineau Railway,"Montreal, QC",Montreal,QC,"CN, CP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/383.html,2026-02-10T02:47:29.460516
335,Cape Breton & Central Nova Scotia Railway,"Sydney, NS",Sydney,NS,CN,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/335.html,2026-02-10T02:47:31.868618
628,Three Notch Railway,"Georgiana, AL",Georgiana,AL,CSX,143 total spaces,Yes,none provided,"Repair Shop, Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/628.html,2026-02-10T02:47:34.270016
607,Conecuh Valley Railway,"Troy, AL",Troy,AL,CSX,300 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/607.html,2026-02-10T02:47:36.712794
634,Wiregrass Central Railroad,"Newton, AL",Newton,AL,CSX,96 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/634.html,2026-02-10T02:47:39.164894
225,DeQueen & Eastern Railroad Co.,"Nashville, AR",Nashville,AR,"BNSF, KCS, UP",200 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/225.html,2026-02-10T02:47:41.618371
198,Apache Railway,"Holbrook, AZ",Holbrook,AZ,BNSF,285 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/198.html,2026-02-10T02:47:44.026759
430,Kingman Terminal Railroad,"Kingman, AZ",Kingman,AZ,BNSF,50 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/430.html,2026-02-10T02:47:46.453598
431,Sacramento Valley Railroad,"Sacramento, CA",Sacramento,CA,"BNSF, UP",65 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/431.html,2026-02-10T02:47:48.908651
387,Ventura County Railroad,"Oxnard, CA",Oxnard,CA,UP,25 total spaces,No,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/387.html,2026-02-10T02:47:51.295656
593,Transload Solutions LLC,"Stockton, CA",Stockton,CA,"BNSF, UP",150 total spaces,No,"Railcar Maintenance, Railcar Repair",Storage Yard,Ladder,"100 railcar spots located inside the Port of Stockton main gates. No TWIC required, gated and secured with onsite guard shack and video surveillance. Truck scales on site.",https://www.commtrex.com/railcar-storage/location/593.html,2026-02-10T02:47:53.718357
470,St. Paul & Pacific Railroad,"Watsonville, CA",Watsonville,CA,UP,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/470.html,2026-02-10T02:47:56.139547
764,Colorado Railcar Storage FacilityFeatured,"Boone, CO",Boone,CO,BNSF,500 total spaces,Yes,Cherry Picking,Storage Yard,"FILO, Ladder, Loop",52-square mile facility with large storage capacity primarily focusing on loaded hazmat liquids. Cars are stored within a remote and full perimeter fenced location with 24/7 security guard shack. On-site dedicated fire department and hazmat personnel. Ability to perform leak detection and perform on-site leak remediation. Ability to cherry pick railcars.,https://www.commtrex.com/railcar-storage/location/764.html,2026-02-10T02:47:58.525994
641,CXRG Storage Line,"Walsenburg, CO",Walsenburg,CO,"BNSF, UP","4,000 total spaces",No,Stripe Aligning,"Short Line, Storage Yard",FILO,"25-mile storage line between Monte Vista and South Fork, First-In-Last-Out.",https://www.commtrex.com/railcar-storage/location/641.html,2026-02-10T02:48:00.937567
88,FMID Florida Midland Railroad,"Winter Haven, FL",Winter Haven,FL,CSX,55 total spaces,Yes,"Cherry Picking, Railcar Maintenance",Short Line,FILO,Affordable railcar storage is important when you need to temporarily park a fleet of railcars. Regional Rail’s storage locations offer competitively priced storage convenient to the CSX interchange. We can work with you to determine type and length of storage required. Don’t get caught in a situation where your cars are incurring high demurrage costs. Let us design a storage program that will fit your needs and when you need the fleet again our facilities provide easy access and recovery.,https://www.commtrex.com/railcar-storage/location/88.html,2026-02-10T02:48:03.336639
698,Florida Gulf & Atlantic Railroad,"Pensacola, FL",Pensacola,FL,CSX,"1,265 total spaces",Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair",Short Line,Ladder,"The Florida Gulf & Atlantic RR (FGA) interchanges with CSX in Pensacola, FL as well as Baldwin, FL",https://www.commtrex.com/railcar-storage/location/698.html,2026-02-10T02:48:05.744866
87,FCEN Florida Central Railroad,"Orlando, FL",Orlando,FL,CSX,400 total spaces,Yes,"Cherry Picking, Railcar Maintenance",Short Line,FILO,Affordable railcar storage is important when you need to temporarily park a fleet of railcars. Regional Rail’s storage locations offer competitively priced storage convenient to the CSX interchange. We can work with you to determine type and length of storage required. Don’t get caught in a situation where your cars are incurring high demurrage costs. Let us design a storage program that will fit your needs and when you need the fleet again our facilities provide easy access and recovery.,https://www.commtrex.com/railcar-storage/location/87.html,2026-02-10T02:48:08.143844
680,Florida Northern Railroad (West Coast Sub),"Newberry, FL",Newberry,FL,CSX,500 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard",FILO,This location has the capabilities to store unit train capacity. There is a FILO section of storage track as well as a number of yard tracks to allow for block cherry picking.,https://www.commtrex.com/railcar-storage/location/680.html,2026-02-10T02:48:10.525347
86,FNOR - Florida Northern Railroad/ Ocala N. Branch,"Ocala, FL",Ocala,FL,CSX,750 total spaces,Yes,Railcar Maintenance,Short Line,FILO,Affordable railcar storage is important when you need to temporarily park a fleet of railcars. Regional Rail’s storage locations offer competitively priced storage convenient to the CSX interchange. We can work with you to determine type and length of storage required. Don’t get caught in a situation where your cars are incurring high demurrage costs. Let us design a storage program that will fit your needs and when you need the fleet again our facilities provide easy access and recovery.,https://www.commtrex.com/railcar-storage/location/86.html,2026-02-10T02:48:13.039144
622,Riceboro Southern Railway,"Garden City, GA",Garden City,GA,NS,75 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/622.html,2026-02-10T02:48:15.526501
609,Georgia Southwestern Railroad,"Albany, GA",Albany,GA,NS,740 total spaces,Yes,none provided,"Repair Shop, Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/609.html,2026-02-10T02:48:17.938152
508,"Barnesville, GA","Barnesville, GA",Barnesville,GA,NS,350 total spaces,Yes,Cherry Picking,"Plant/Mining Site, Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/508.html,2026-02-10T02:48:20.360774
624,Savannah Port Terminal Railroad,"Garden City, GA",Garden City,GA,"CSX, NS",25 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/624.html,2026-02-10T02:48:22.743685
611,Hilton & Albany Railroad,"Jakin, GA",Jakin,GA,NS,67 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/611.html,2026-02-10T02:48:25.150547
465,Iowa Southern Railway,"Centerville, IA",Centerville,IA,"BNSF, CP, NS",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/465.html,2026-02-10T02:48:27.577553
517,Davenport Industrial Railroad (DIR),"Davenport, IA",Davenport,IA,CP,110 total spaces,No,"Cherry Picking, Cleaning, Stripe Aligning",Short Line,Ladder,"Davenport Industrial Railroad operates 3 miles of track located in the Eastern Iowa Industrial Center on the north side of Davenport, IA. In addition to storage car space in the industrial park we serve, we also operate a rail-served warehouse, have staging tracks available for 3rd-party railcar cleaning and/or transloading, and offer railcar re-stenciling.",https://www.commtrex.com/railcar-storage/location/517.html,2026-02-10T02:48:29.976149
757,"Pattison Railcar Solutions - Clayton, IA","Garnavillo, IA",Garnavillo,IA,"BNSF, CN, CP, CSX, KCS, NS, UP","3,000 total spaces",No,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Storage Yard",Ladder,"We have creative storage solution that provides a quick, easy solution to Demurrage, Storage, Detention, empty car moves and possibly car returns - on your site.",https://www.commtrex.com/railcar-storage/location/757.html,2026-02-10T02:48:32.367871
312,"Sioux City, IA","Sioux City, IA",Sioux City,IA,"BNSF, CN, UP",250 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard","FILO, Ladder","We can also provide track space for cleaning, maintenance, repairs and recertification for outside contractors.
Some Residue Hazardous Materials cars are permitted, but no loads.  Call for availability!",https://www.commtrex.com/railcar-storage/location/312.html,2026-02-10T02:48:34.761081
153,"Waterloo Railroad, LLC Railcar Storage FacilityFeatured","Waterloo, IA",Waterloo,IA,UP,50 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Storage Yard,FILO,"Jaguar Transport Holdings, LLC is an established logistics company providing services throughout the United States. With over five decades of combined transportation experience in the leadership team, we at Jaguar Transport utilize our expertise to offer customers the safest, most efficient, and cost-effective solutions for their shipping, storage, and transloading needs.",https://www.commtrex.com/railcar-storage/location/153.html,2026-02-10T02:48:37.158965
245,Iowa Traction Railroad,"Mason City, IA",Mason City,IA,UP,270 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/245.html,2026-02-10T02:48:39.578246
457,Bountiful Grain & Craig Mountain Railroad,"Lewiston, ID",Lewiston,ID,"BNSF, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/457.html,2026-02-10T02:48:41.967959
405,St. Maries River Railroad,"Bovill, ID",Bovill,ID,UP,-- total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair, Recertification",Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/405.html,2026-02-10T02:48:44.394951
36,Riverport Railroad LLC,"Hanover, IL",Hanover,IL,BNSF,"3,000 total spaces",Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Repair Shop, Short Line, Storage Yard",Ladder,We do not do cleaning or repair railcars but 2 of our tenants (Rescar and TLC Rail Services do and they are located on site).,https://www.commtrex.com/railcar-storage/location/36.html,2026-02-10T02:48:46.778294
464,Crab Orchard & Egyptian Railroad,"Vienna, IL",Vienna,IL,"BNSF, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/464.html,2026-02-10T02:48:49.162231
755,"Pattison Railcar Solutions - Chicago, IL","East Chicago, IL",East Chicago,IL,"BNSF, CN, CP, CSX, KCS, NS, UP",500 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Storage Yard",Ladder,We will store cars on your property - call us to discuss.,https://www.commtrex.com/railcar-storage/location/755.html,2026-02-10T02:48:51.573579
189,Vermilion Valley Railroad,"Danville, IL",Danville,IL,CSX,250 total spaces,Yes,Cherry Picking,Short Line,none provided,Prime storage location with proximity to Chicago. Unit train capable; 5 day/week service. Rural storage location. Vermilion Valley Railroad (VVRR) is a Class III shortline with direct access to CSXT.,https://www.commtrex.com/railcar-storage/location/189.html,2026-02-10T02:48:53.952705
462,Chicago Junction Railway,"Elk Grove Village, IL",Elk Grove Village,IL,"CN, CP, CSX, NS, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/462.html,2026-02-10T02:48:56.338122
759,The Herrin Railroad,"Johnston City, IL",Johnston City,IL,BNSF,600 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard","FILO, Ladder","We are a shortline in Southern Illinois that provides switching
services and storage.",https://www.commtrex.com/railcar-storage/location/759.html,2026-02-10T02:48:58.733095
243,Indiana Eastern Railroad,"Liberty, IN",Liberty,IN,CSX,350 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/243.html,2026-02-10T02:49:01.170052
433,Lakeshore Railcar & Tanker Services,"East Chicago, IN",East Chicago,IN,"BNSF, CN, CP, CSX, NS, UP",300 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/433.html,2026-02-10T02:49:03.570084
547,"Anderson, IN","Anderson, IN",Anderson,IN,CSX,50 total spaces,Yes,"Cherry Picking, Stripe Aligning","Short Line, Storage Yard",Ladder,,https://www.commtrex.com/railcar-storage/location/547.html,2026-02-10T02:49:05.966798
404,Boot Hills & Western Railway,"Dodge City, KS",Dodge City,KS,BNSF,-- total spaces,No,none provided,Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/404.html,2026-02-10T02:49:08.378730
773,"Cimarron Valley Railroad, LLC Railcar Storage FacilityFeatured","Dodge City, KS",Dodge City,KS,BNSF,"1,000 total spaces",Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Short Line,"FILO, Ladder","Jaguar Transport Holdings, LLC is an established logistics company providing services throughout the United States. With over five decades of combined transportation experience in the leadership team, we at Jaguar Transport utilize our expertise to offer customers the safest, most efficient, and cost-effective solutions for their shipping, storage, and transloading needs.",https://www.commtrex.com/railcar-storage/location/773.html,2026-02-10T02:49:10.785960
203,Blackwell Northern Gateway Railroad,"Wellington, KS",Wellington,KS,BNSF,550 total spaces,No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Short Line,none provided,"The BLACKWELL NORTHERN GATEWAY RAILROAD also has storage locations @ Rome, KS and Blackwell, OK.",https://www.commtrex.com/railcar-storage/location/203.html,2026-02-10T02:49:13.207672
290,R.J. Corman Railroad Company/Central Kentucky,"Lexington, KY",Lexington,KY,"CSX, NS",75 total spaces,No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning",Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/290.html,2026-02-10T02:49:15.665364
