id,name,street_address,city,state,zip_code,country,phone,description,product_types,hazmat_handling,transfer_modes,railroads,track_capacity,security_features,equipment,cities_served,storage_options,heating_capabilities,kosher_certification,onsite_railcar_storage,onsite_scale,weight_restricted_263k,weight_restricted_286k,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun,about,url,scraped_at
2712,"Tulsa Rail Transload - Sand Springs, OK",1101 W Morrow Rd,Sand Springs,OK,74063,US,+16202305052,"Tulsa Rail Transload - Sand Springs, OK is a transloading company in Sand Springs, OK, United States. This is a Commtrex Verified location.",Dry Bulk; Food Grade; Liquids,No,Rail to Truck; Truck to Rail; Truck to Truck; Truck to Warehouse; Warehouse to Truck,"BNSF - Mon, Tue, Wed, Thu, Fri; UP - Mon, Tue, Wed, Thu, Fri",115 railcar spot(s),Lighting; Security Gate Entrance; Surveillance Cameras,Conveyor - Bulk; Conveyor - Bulk Food grade; Conveyor - Sand; Conveyor - Stacker; Loader - Front End; Loader - MobileLoader - RailcarLoader - TruckMobile ScreenerScale - Certified Truck,"Allen, TX; Arlington, TX; Broken Arrow, OK; Carrollton, TX; Dallas, TX; Denton, TXFayetteville, ARFort Smith, ARFort Worth, TXFrisco, TXGarland, TXGrand Prairie, TXIndependence, MOIrving, TXKansas City, KSKansas City, MOLewisville, TXLittle Rock, ARMcKinney, TXMesquite, TXNorman, OKOklahoma City, OKOlathe, KSOverland Park, KSPlano, TXRichardson, TXSpringfield, MOTopeka, KSTulsa, OKWichita, KS",Outdoor,No,No,No,Yes,No,Yes,7:00 AM-5:00 PM,7:00 AM-5:00 PM,7:00 AM-5:00 PM,7:00 AM-5:00 PM,7:00 AM-5:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/2712.html,2026-02-09T23:32:46.345042
65721,"Columbus, OH",4140 Lockbourne Road,Columbus,OH,43207,US,+16144971777,"Columbus, OH is a transloading company in Columbus, OH, United States. This is a Commtrex Verified location.",Dry Bulk; Liquids; Oversized; Packaged Goods,No,Container to Truck; Container to Warehouse; Truck to Container; Truck to Truck; Truck to Warehouse; Warehouse to ContainerWarehouse to Truck,not served by rail,none provided,Fencing; Lighting; Paved Roads; Surveillance Cameras,Dock - Truck; Forklift - Heavy; Loader - Truck,"Akron, OH; Ann Arbor, MI; Bloomington, IN; Canton, OH; Carmel, IN; Charleston, WVChatham, ONCincinnati, OHCleveland, OHColumbus, OHDayton, OHDetroit, MIElkhart, INErie, PAFlint, MIFort Wayne, INHuntington, WVIndianapolis, INJohnson City, TNKalamazoo, MIKingsport, TNLafayette, INLansing, MILexington, KYLondon, ONLorain, OHLouisville, KYPittsburgh, PARoanoke, VASaginaw, MISouth Bend, INSouth Lyon, MISterling Heights, MIToledo, OHWarren, MIWindsor, ONYoungstown, OH","Bulk Storage, Indoor",No,No,No,Yes,No,No,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/65721.html,2026-02-09T23:32:48.991360
65722,"Columbus, OH 2",4141 Lockbourne Road,Columbus,OH,43207,US,+16144971777,"Columbus, OH 2 is a transloading company in Columbus, OH, United States. This is a Commtrex Verified location.",Dry Bulk; Oversized; Packaged Goods,No,Container to Truck; Container to Warehouse; Truck to Container; Truck to Truck; Truck to Warehouse; Warehouse to ContainerWarehouse to Truck,not served by rail,none provided,Fencing; Lighting; Paved Roads; Surveillance Cameras,Dock - Truck; Forklift - Heavy,"Akron, OH; Ann Arbor, MI; Bloomington, IN; Canton, OH; Carmel, IN; Charleston, WVChatham, ONCincinnati, OHCleveland, OHColumbus, OHDayton, OHDetroit, MIElkhart, INErie, PAFlint, MIFort Wayne, INHuntington, WVIndianapolis, INJohnson City, TNKalamazoo, MIKingsport, TNLafayette, INLansing, MILexington, KYLondon, ONLorain, OHLouisville, KYPittsburgh, PARoanoke, VASaginaw, MISouth Bend, INSouth Lyon, MISterling Heights, MIToledo, OHWarren, MIWindsor, ONYoungstown, OH","Bulk Storage, Indoor",No,No,No,Yes,No,Yes,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/65722.html,2026-02-09T23:32:51.679446
65723,"Toledo, OH",1802 Nebraska Avenue,Toledo,OH,43607,US,+16144971777,"Toledo, OH is a transloading company in Toledo, OH, United States. This is a Commtrex Verified location.",Dry Bulk; Liquids; Oversized; Packaged Goods,No,Container to Rail; Container to Truck; Container to Warehouse; Rail to Container; Rail to Truck; Rail to WarehouseTruck to ContainerTruck to RailTruck to TruckTruck to WarehouseWarehouse to ContainerWarehouse to RailWarehouse to Truck,"NS - Mon, Tue, Wed, Thu, Fri",6 railcar spot(s),Lighting; Paved Roads; Surveillance Cameras,Cross-Dock - Rail to Truck; Dock - Truck; Forklift - Heavy; Loader - Railcar; Loader - Truck,"Akron, OH; Ann Arbor, MI; Aurora, IL; Bloomington, IN; Brampton, ON; Burlington, ONCambridge, ONCanton, OHCarmel, INChatham, ONChicago, ILCincinnati, OHCleveland, OHColumbus, OHDayton, OHDetroit, MIElgin, ILElkhart, INErie, PAFlint, MIFort Wayne, INGrand Rapids, MIGuelph, ONHamilton, ONHolland, MIHuntington, WVIndianapolis, INJoliet, ILKalamazoo, MIKenosha, WIKitchener, ONLafayette, INLansing, MILondon, ONLorain, OHMilton, ONMilwaukee, WIMississauga, ONMuskegon, MINaperville, ILNiagara Falls, ONOakville, ONPittsburgh, PARacine, WIRound Lake Beach, ILSaginaw, MISouth Bend, INSouth Lyon, MISt. Catharines, ONSterling Heights, MIToledo, OHWarren, MIWaterloo, ONWindsor, ONYoungstown, OH","Bulk Storage, Indoor",No,No,Yes,Yes,No,Yes,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/65723.html,2026-02-09T23:32:54.293306
65724,"Marion, IN",910 N Meridian Street,Marion,IN,46952,US,+16144971777,"Marion, IN is a transloading company in Marion, IN, United States. This is a Commtrex Verified location.",Dry Bulk; Food Grade; Oversized; Packaged Goods,No,Container to Truck; Container to Warehouse; Truck to Container; Truck to Warehouse; Warehouse to Container; Warehouse to Truck,not served by rail,none provided,Lighting; Paved Roads; Surveillance Cameras,Dock - Truck; Forklift - Heavy,"Akron, OH; Ann Arbor, MI; Aurora, IL; Bloomington, IL; Bloomington, IN; Canton, OHCarmel, INChampaign, ILChatham, ONChicago, ILCincinnati, OHCleveland, OHColumbus, OHDayton, OHDetroit, MIElgin, ILElkhart, INEvansville, INFlint, MIFort Wayne, INGrand Rapids, MIHolland, MIHuntington, WVIndianapolis, INJoliet, ILKalamazoo, MIKenosha, WILafayette, INLansing, MILexington, KYLorain, OHLouisville, KYMilwaukee, WIMuskegon, MINaperville, ILPeoria, ILRacine, WIRockford, ILRound Lake Beach, ILSaginaw, MISouth Bend, INSouth Lyon, MISpringfield, ILSterling Heights, MIToledo, OHWarren, MIWindsor, ON","Bulk Storage, Food Grade, Indoor",No,No,No,Yes,No,Yes,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/65724.html,2026-02-09T23:32:56.944951
65725,"Columbus, OH 3",4051 Lockbourne Industrial Parkway,Columbus,OH,43207,US,+16144971777,"Columbus, OH 3 is a transloading company in Columbus, OH, United States. This is a Commtrex Verified location.",Dry Bulk; Food Grade; Liquids; Oversized; Packaged Goods,No,Container to Truck; Container to Warehouse; Truck to Container; Truck to Truck; Truck to Warehouse; Warehouse to ContainerWarehouse to Truck,not served by rail,none provided,Lighting; Paved Roads; Surveillance Cameras,Dock - Truck; Forklift - Heavy,"Akron, OH; Ann Arbor, MI; Bloomington, IN; Canton, OH; Carmel, IN; Charleston, WVChatham, ONCincinnati, OHCleveland, OHColumbus, OHDayton, OHDetroit, MIElkhart, INErie, PAFlint, MIFort Wayne, INHuntington, WVIndianapolis, INJohnson City, TNKalamazoo, MIKingsport, TNLafayette, INLansing, MILexington, KYLondon, ONLorain, OHLouisville, KYPittsburgh, PARoanoke, VASaginaw, MISouth Bend, INSouth Lyon, MISterling Heights, MIToledo, OHWarren, MIWindsor, ONYoungstown, OH","Bulk Storage, Food Grade, Indoor",No,No,No,Yes,No,Yes,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/65725.html,2026-02-09T23:32:59.626642
65726,"Kansas City, MO",1508 N. Chouteau Trafficway,Kansas City,MO,64120,US,+16144971777,"Kansas City, MO is a transloading company in Kansas City, MO, United States. This is a Commtrex Verified location.",Dry Bulk; Oversized; Packaged Goods,No,Container to Truck; Container to Warehouse; Truck to Container; Truck to Truck; Truck to Warehouse; Warehouse to Container,not served by rail,none provided,Lighting; Paved Roads; Surveillance Cameras,Dock - Truck; Forklift - Heavy,"Broken Arrow, OK; Cedar Rapids, IA; Columbia, MO; Des Moines, IA; Fayetteville, AR; Independence, MOIowa City, IAKansas City, KSKansas City, MOLincoln, NEOlathe, KSOmaha, NEOverland Park, KSSpringfield, MOSt. Louis, MOTopeka, KSTulsa, OKWichita, KS","Bulk Storage, Indoor",No,No,No,Yes,No,Yes,6:00 AM-10:00 PM,6:00 AM-10:00 PM,6:00 AM-10:00 PM,6:00 AM-10:00 PM,6:00 AM-10:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/65726.html,2026-02-09T23:33:02.296252
65727,"Anderson, SC 1",5301 Old Pearman Dairy Road,Anderson,SC,29625,US,+16144971777,"Anderson, SC 1 is a transloading company in Anderson, SC, United States. This is a Commtrex Verified location.",Dry Bulk; Oversized; Packaged Goods,No,Container to Truck; Container to Warehouse; Truck to Container; Truck to Truck; Truck to Warehouse; Warehouse to ContainerWarehouse to Truck,not served by rail,none provided,Lighting; Paved Roads; Surveillance Cameras,Dock - Truck; Forklift - Heavy,"Asheville, NC; Athens, GA; Atlanta, GA; Augusta, GA; Birmingham, AL; Burlington, NCCary, NCCharleston, SCCharlotte, NCChattanooga, TNColumbia, SCColumbus, GAConcord, NCDurham, NCFayetteville, NCGainesville, GAGastonia, NCGreensboro, NCGreenville, SCHickory, NCHigh Point, NCHuntsville, ALJohnson City, TNKingsport, TNKnoxville, TNMacon, GAMauldin, SCMurfreesboro, TNMyrtle Beach, SCNorth Charleston, SCRaleigh, NCRoanoke, VARock Hill, SCSandy Springs, GASavannah, GASpartanburg, SCWarner Robins, GAWinston-Salem, NC","Bulk Storage, Indoor",No,No,No,Yes,No,Yes,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/65727.html,2026-02-09T23:33:04.957336
65728,"Starr, SC",5201 Highway 81 South,Starr,SC,29684,US,+16144971777,"Starr, SC is a transloading company in Starr, SC, United States. This is a Commtrex Verified location.",Dry Bulk; Food Grade; Oversized; Packaged Goods,No,Container to Truck; Container to Warehouse; Truck to Container; Truck to Truck; Truck to Warehouse; Warehouse to ContainerWarehouse to Truck,not served by rail,none provided,Lighting; Paved Roads; Surveillance Cameras,Dock - Truck; Forklift - Heavy,"Asheville, NC; Athens, GA; Atlanta, GA; Augusta, GA; Birmingham, AL; Burlington, NCCary, NCCharleston, SCCharlotte, NCChattanooga, TNColumbia, SCColumbus, GAConcord, NCDurham, NCFayetteville, NCGainesville, GAGastonia, NCGreensboro, NCGreenville, SCHickory, NCHigh Point, NCHuntsville, ALJohnson City, TNKingsport, TNKnoxville, TNMacon, GAMauldin, SCMurfreesboro, TNMyrtle Beach, SCNorth Charleston, SCRaleigh, NCRoanoke, VARock Hill, SCSandy Springs, GASavannah, GASpartanburg, SCWarner Robins, GAWinston-Salem, NC","Bulk Storage, Food Grade, Indoor",No,No,No,Yes,No,Yes,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/65728.html,2026-02-09T23:33:07.716299
65729,"Laurens, SC",301 Church Street,Laurens,SC,29360,US,+16144971777,"Laurens, SC is a transloading company in Laurens, SC, United States. This is a Commtrex Verified location.",Dry Bulk; Oversized; Packaged Goods,No,Container to Truck; Container to Warehouse; Truck to Container; Truck to Truck; Truck to Warehouse; Warehouse to ContainerWarehouse to Truck,not served by rail,none provided,Lighting; Paved Roads; Surveillance Cameras,Dock - Truck; Forklift - Heavy,"Asheville, NC; Athens, GA; Atlanta, GA; Augusta, GA; Burlington, NC; Cary, NCCharleston, SCCharlotte, NCChattanooga, TNColumbia, SCColumbus, GAConcord, NCDurham, NCFayetteville, NCGainesville, GAGastonia, NCGreensboro, NCGreenville, SCHickory, NCHigh Point, NCJohnson City, TNKingsport, TNKnoxville, TNMacon, GAMauldin, SCMyrtle Beach, SCNorth Charleston, SCRaleigh, NCRoanoke, VARock Hill, SCSandy Springs, GASavannah, GASpartanburg, SCWarner Robins, GAWilmington, NCWinston-Salem, NC","Bulk Storage, Indoor",No,No,No,Yes,No,Yes,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/65729.html,2026-02-09T23:33:10.348932
2715,Des Moines Industrial,357 SE 15th Street,Des Moines,IA,50317,US,+15154520271,"Des Moines Industrial is a transloading company in Des Moines, IA, United States. This is a Commtrex Verified location.",Dry Bulk; Food Grade; Liquids; Oversized; Packaged Goods,Yes,Container to Rail; Container to Truck; Container to Warehouse; Rail to Container; Rail to Truck; Rail to WarehouseTruck to ContainerTruck to RailTruck to TruckTruck to WarehouseWarehouse to ContainerWarehouse to RailWarehouse to Truck,"BNSF - Mon, Wed, Sat; NS - Mon, Tue, Wed, Thu, Fri; UP - Mon, Tue, Wed, Thu, Fri",175 railcar spot(s),Lighting; Onsite Security; Paved Roads; Surveillance Cameras,Conveyor - Bulk; Conveyor - Stacker; Cross-Dock - Truck to Rail; Dock - Rail; Dock - Truck; Forklift - AutomationForklift - HeavyForklift - LumberLoader - Front EndLoader - MobileLoader - RailcarLoader - TruckMobile HopperRailcar MoverScale - Certified TruckTelehandler,"Cedar Rapids, IA; Columbia, MO; Davenport, IA; Des Moines, IA; Eau Claire, WI; Independence, MOIowa City, IAKansas City, KSKansas City, MOLa Crosse, WILincoln, NEMadison, WIMinneapolis, MNOlathe, KSOmaha, NEOverland Park, KSPeoria, ILRochester, MNRockford, ILSioux City, IASioux Falls, SDSpringfield, ILSt. Paul, MNTopeka, KSWaterloo, IA","Bulk Storage, Indoor, Outdoor, Temperature Controlled",No,No,Yes,Yes,No,Yes,7:00 AM-5:30 PM,7:00 AM-5:30 PM,7:00 AM-5:30 PM,7:00 AM-5:30 PM,7:00 AM-5:30 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/2715.html,2026-02-09T23:33:13.045429
2713,NexGen Polymers Inc.,539 Commercial Cres.,London,ON,N5V 1Z2,CA,+16479919308,"NexGen Polymers Inc. is a transloading company in London, ON, Canada. This is a Commtrex Verified location.",Dry Bulk; Packaged Goods,No,Container to Rail; Container to Truck; Container to Warehouse; Rail to Container; Rail to Truck; Rail to WarehouseTruck to ContainerTruck to RailTruck to TruckTruck to WarehouseWarehouse to ContainerWarehouse to RailWarehouse to Truck,"CP - Wed, Sun",20 railcar spot(s),Fencing; Lighting; Onsite Security; Paved Roads; Security Gate Entrance; Surveillance Cameras,Cross-Dock - Rail to Truck; Cross-Dock - Truck to Rail; Dock - Portable; Dock - Rail; Dock - Truck; Forklift - AutomationForklift - HeavyLoader - Front EndLoader - RailcarLoader - ShipLoader - TruckPipe Handling EquipmentRailcar MoverRamp - PortableScale - Certified RailScale - Certified TruckSilo - Bulk AgriproductsSilo - Bulk CementSilo - Bulk PlasticsWalinga - Bulk Blower,"Ajax, ON; Akron, OH; Amherst, NY; Ann Arbor, MI; Barrie, ON; Brampton, ONBuffalo, NYBurlington, ONCambridge, ONCanton, OHChatham, ONCleveland, OHColumbus, OHDetroit, MIErie, PAFlint, MIFort Wayne, INGrand Rapids, MIGuelph, ONHamilton, ONHolland, MIKalamazoo, MIKitchener, ONLansing, MILondon, ONLorain, OHMarkham, ONMilton, ONMississauga, ONNiagara Falls, ONOakville, ONOshawa, ONPittsburgh, PARichmond Hill, ONRochester, NYSaginaw, MISouth Lyon, MISt. Catharines, ONSterling Heights, MIToledo, OHToronto, ONVaughan, ONWarren, MIWaterloo, ONWhitby, ONWindsor, ONYoungstown, OH","Bulk Storage, Indoor, Outdoor",No,No,Yes,Yes,No,No,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,8:00 AM-4:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/2713.html,2026-02-09T23:33:15.650654
2717,MACO Transportation,790 S. 4th Street,Memphis,TN,38126,US,+19017753500,"MACO Transportation is a transloading company in Memphis, TN, United States. This is a Commtrex Verified location.",Food Grade; Packaged Goods,No,Container to Truck; Container to Warehouse; Truck to Container; Truck to Truck; Truck to Warehouse; Warehouse to ContainerWarehouse to Truck,not served by rail,none provided,Fencing; Lighting; Onsite Security; Surveillance Cameras,Dock - Truck; Forklift - Heavy,"Birmingham, AL; Clarksville, TN; Evansville, IN; Fayetteville, AR; Fort Smith, AR; Huntsville, ALJackson, MSLittle Rock, ARMemphis, TNMonroe, LAMurfreesboro, TNNashville, TNSpringfield, MOSt. Louis, MOTuscaloosa, AL","Bulk Storage, Indoor",No,No,No,No,No,No,8:00 AM-4:30 PM,8:00 AM-4:30 PM,8:00 AM-4:30 PM,8:00 AM-4:30 PM,8:00 AM-4:30 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/2717.html,2026-02-09T23:33:18.268678
2718,Boyertown Yard,Warwick and Second Streets,Boyertown,PA,19512,US,+16109607674,"Boyertown Yard is a transloading company in Boyertown, PA, United States. This is a Commtrex Verified location.",Dry Bulk; Food Grade; Liquids; Oversized; Packaged Goods,Yes,Container to Rail; Rail to Container; Rail to Truck; Rail to Warehouse; Truck to Rail; Warehouse to Rail,"NS - Mon, Tue, Wed, Thu, Fri, Sat, Sun",40 railcar spot(s),none provided,Conveyor - Bulk; Conveyor - Bulk Food grade; Conveyor - Sand; Cross-Dock - Rail to Truck; Cross-Dock - Truck to Rail; Dock - RailForklift - HeavyForklift - LumberLoader - Front EndLoader - RailcarLoader - TruckLocomotiveScale - Certified TruckSwitch Engine,"Albany, NY; Alexandria, VA; Allentown, PA; Amherst, NY; Arlington, VA; Atlantic City, NJBabylon, NYBaltimore, MDBinghamton, NYBridgeport, CTBronx, NYBrookhaven, NYBrooklyn, NYBuffalo, NYCharlottesville, VAColumbia, MDDanbury, CTDover, DEEdison, NJElizabeth, NJFrederick, MDFredericksburg, VAHagerstown, MDHampton, VAHarrisburg, PAHartford, CTHempstead, NYHuntington, NYIslip, NYJersey City, NJLakewood, NJLancaster, PAManhattan, NYNew Haven, CTNew York, NYNewark, NJNewport News, VANorfolk, VANorth Hempstead, NYNorwich, CTOyster Bay, NYPaterson, NJPhiladelphia, PAPittsburgh, PAPottstown, PAPoughkeepsie, NYProvidence, RIQueens, NYRamapo, NYReading, PARichmond, VARochester, NYSalisbury, MDScranton, PASmithtown, NYSpringfield, MAStamford, CTStaten Island, NYSyracuse, NYTrenton, NJUtica, NYVirginia Beach, VAWashington, DCWaterbury, CTWoodbridge, NJWorcester, MAYonkers, NYYork, PA","Bulk Storage, Indoor, Outdoor",No,No,No,No,No,Yes,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,,https://www.commtrex.com/transloading/location/2718.html,2026-02-09T23:33:20.837300
2738,"363 Industrial - Benicia, CA",363 Industrial Way,Benicia,CA,94510,US,+19259889800,"363 Industrial - Benicia, CA is a transloading company in Benicia, CA, United States. This is a Commtrex Verified location.",Dry Bulk; Food Grade; Liquids; Packaged Goods,No,Container to Rail; Container to Truck; Container to Warehouse; Rail to Container; Rail to Truck; Rail to WarehouseTruck to ContainerTruck to RailTruck to TruckTruck to WarehouseWarehouse to ContainerWarehouse to RailWarehouse to Truck,"UP - Mon, Wed, Fri",10 railcar spot(s),Fencing; Lighting; Surveillance Cameras,Cross-Dock - Rail to Truck; Cross-Dock - Truck to Rail; Dock - Rail; Dock - Truck,"Antioch, CA; Arden-Arcade, CA; Berkeley, CA; Chico, CA; Clovis, CA; Concord, CADaly City, CAElk Grove, CAFairfield, CAFremont, CAFresno, CAGilroy, CAHayward, CAManteca, CAMerced, CAModesto, CAOakland, CARedding, CAReno, NVRichmond, CARoseville, CASacramento, CASalinas, CASan Francisco, CASan Jose, CASan Mateo, CASanta Clara, CASanta Cruz, CASanta Maria, CASanta Rosa, CASeaside, CASparks, NVStockton, CASunnyvale, CATracy, CATurlock, CAVacaville, CAVallejo, CAVisalia, CAYuba City, CA","Bulk Storage, Food Grade, Indoor, Temperature Controlled",No,No,Yes,No,No,No,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,7:00 AM-4:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/2738.html,2026-02-09T23:33:23.554845
25303,"Distribution Technology - Charlotte, NC",Distribution Technology,Charlotte,NC,28273,US,+17045875587,"Distribution Technology - Charlotte, NC is a transloading company in Charlotte, NC, United States. This is a Commtrex Verified location.",Food Grade; Liquids; Packaged Goods,No,Container to Rail; Container to Truck; Container to Warehouse; Rail to Container; Rail to Truck; Rail to WarehouseTruck to ContainerTruck to RailTruck to TruckTruck to WarehouseWarehouse to ContainerWarehouse to RailWarehouse to Truck,"NS - Mon, Tue, Wed, Thu, Fri",16 railcar spot(s),Fencing; Lighting; Onsite Security; Paved Roads; Security Gate Entrance; Surveillance Cameras,Cross-Dock - Rail to Truck; Cross-Dock - Truck to Rail; Dock - Portable; Dock - Rail; Dock - Truck; Forklift - HeavyLoader - RailcarLoader - Truck,"Asheville, NC; Athens, GA; Atlanta, GA; Augusta, GA; Burlington, NC; Cary, NCCharleston, SCCharleston, WVCharlotte, NCCharlottesville, VAChattanooga, TNColumbia, SCConcord, NCDurham, NCFayetteville, NCGainesville, GAGastonia, NCGreensboro, NCGreenville, NCGreenville, SCHickory, NCHigh Point, NCHuntington, WVJacksonville, NCJohnson City, TNKingsport, TNKnoxville, TNLynchburg, VAMacon, GAMauldin, SCMyrtle Beach, SCNorth Charleston, SCRaleigh, NCRoanoke, VARock Hill, SCSandy Springs, GASavannah, GASpartanburg, SCWarner Robins, GAWilmington, NCWinston-Salem, NC","Food Grade, Indoor, Temperature Controlled",No,Yes,No,No,No,Yes,7:30 AM-5:00 PM,7:30 AM-5:00 PM,7:30 AM-5:00 PM,7:30 AM-5:00 PM,7:30 AM-5:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/25303.html,2026-02-09T23:33:26.216963
2721,Recycle West - Calgary,5366 55th st SE,Calgary,AB,T2C 3G9,CA,+17809967083,"Recycle West - Calgary is a transloading company in Calgary, AB, Canada. This is a Commtrex Verified location.",Liquids,Yes,Container to Rail; Container to Truck; Rail to Container; Rail to Truck; Truck to Container; Truck to RailTruck to Truck,CN - Fri,none provided,Fencing; Lighting; Security Gate Entrance; Surveillance Cameras,Pump - Centrifugal; Pump - Pneumatic; Scale - Certified Truck,"Calgary, AB; Edmonton, AB; Red Deer, AB",Outdoor,Yes,No,Yes,Yes,No,No,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,8:00 AM-5:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/2721.html,2026-02-09T23:33:28.781999
2737,Afar Logistics - Tacoma,2810 Marshall Ave Suite A,Tacoma,WA,98421,US,+12069296919,"Afar Logistics - Tacoma is a transloading company in Tacoma, WA, United States. This is a Commtrex Verified location.",Oversized; Packaged Goods,No,Container to Truck; Container to Warehouse; Truck to Container; Truck to Truck; Truck to Warehouse; Warehouse to ContainerWarehouse to Truck,"BNSF - Mon, Tue, Wed, Thu, Fri; UP - Mon, Tue, Wed, Thu, Fri",none provided,Fencing; Lighting; Onsite Security; Paved Roads; Security Gate Entrance; Surveillance Cameras,Dock - Truck; Forklift - Automation; Forklift - Heavy; Forklift - Lumber,"Abbotsford, BC; Bellevue, WA; Bellingham, WA; Bend, OR; Bremerton, WA; Burnaby, BCCoquitlam, BCDelta, BCEugene, OREverett, WAGresham, ORHillsboro, ORKelowna, BCKennewick, WAKent, WALangley, BCMarysville, WAOlympia, WAPortland, ORRenton, WARichmond, BCSaanich, BCSalem, ORSeattle, WASpokane, WASpokane Valley, WASurrey, BCTacoma, WAVancouver, WAVancouver, BCVictoria, BCYakima, WA","Indoor, Outdoor",No,No,No,No,No,Yes,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,6:00 AM-6:00 PM,Closed,Closed,"Afar Logistics, LLC is a full-service logistics company specializing in warehouse and transloading services, ocean container yard storage, own chassis leasing, and regional and local drayage. With a focus on efficiency and cost-effectiveness, Afar Logistics provides storage solutions for various products and materials, handling multiple container sizes and types. The company offers a fleet chassis for our customers use and can accommodate live loading and unloading, leaving containers and chassis overnight for customers’ convenience. Afar Logistics has a fleet of tractors and equipment supplied by independent contractors. At Afar Logistics, this enables the company to offer container drayage to and from various ports in the Seattle, Tacoma, and Portland areas at reasonable rates. The company boasts a spotless safety record and strives to maintain a 100% on-time delivery and pickup rate.",https://www.commtrex.com/transloading/location/2737.html,2026-02-09T23:33:31.341511
2725,Pacific Transload,18727 38th Ave E,Tacoma,WA,98446,US,+12538462640,"Pacific Transload is a transloading company in Tacoma, WA, United States. This is a Commtrex Verified location.",Dry Bulk; Oversized; Packaged Goods,No,Container to Rail; Container to Truck; Rail to Container; Rail to Truck; Truck to Container; Truck to RailTruck to Truck,"BNSF - Wed, Sun; UP - Wed, Sun",20 railcar spot(s),Fencing; Lighting; Paved Roads; Surveillance Cameras,Conveyor - Bulk; Forklift - Heavy; Loader - Front End; Loader - Railcar; Loader - Truck; Magnet LiftPipe Handling EquipmentRailcar MoverRamp - PortableScale - Certified RailScale - Certified Truck,"Abbotsford, BC; Bellevue, WA; Bellingham, WA; Bend, OR; Bremerton, WA; Burnaby, BCCoquitlam, BCDelta, BCEugene, OREverett, WAGresham, ORHillsboro, ORKelowna, BCKennewick, WAKent, WALangley, BCMarysville, WAOlympia, WAPortland, ORRenton, WARichmond, BCSaanich, BCSalem, ORSeattle, WASpokane, WASpokane Valley, WASurrey, BCTacoma, WAVancouver, WAVancouver, BCVictoria, BCYakima, WA","Bulk Storage, Outdoor",No,No,Yes,Yes,No,No,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,7:00 AM-3:00 PM,Closed,Closed,,https://www.commtrex.com/transloading/location/2725.html,2026-02-09T23:33:33.972443
